Coho,Chinook,Pink,Steelhead
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,364
314,257,,364
314,257,,364
314,257,,364
314,257,,364
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,366
314,257,,366
314,257,,366
314,258,,366
314,258,,366
314,258,,
314,258,,
314,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
319,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,264,,
322,264,,
322,264,,
322,264,,
322,264,,
322,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,266,,
326,266,,
326,266,,
326,266,,
326,266,,
326,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
328,266,,
328,266,,
328,266,,
328,266,,
328,266,,
328,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
330,267,,
330,267,,
330,267,,
330,267,,
331,267,,
332,267,,
333,267,,
333,267,,
333,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,268,,
334,268,,
334,268,,
334,268,,
334,268,,
334,268,,
335,268,,
335,268,,
335,268,,
335,268,,
335,268,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
336,269,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
338,271,,
338,271,,
338,271,,
338,271,,
338,271,,
339,271,,
339,271,,
339,271,,
344,271,,
344,271,,
350,271,,
350,271,,
360,271,,
361,271,,
363,271,,
363,271,,
365,271,,
,271,,
,271,,
,271,,
,271,,
,271,,
,272,,
,272,,
,272,,
,272,,
,272,,
,272,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,275,,
,275,,
,275,,
,275,,
,275,,
,275,,
,276,,
,276,,
,277,,
,277,,
,278,,
,278,,
,278,,
,278,,
,278,,
,278,,
,278,,
,278,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,280,,
,282,,
,282,,
,283,,
,286,,
,286,,
,286,,
,286,,
,286,,
,297,,
,316,,
